Prov,Con_ACT,Sex,Age,Measure,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,M37,M38,M39
QC,ALL,F,55-59,Tx,40,36,35,33,32,31,29,26,25,25,23,22,21,20,19,17,15,15,12,12,11,9,9,9,8,7,6,6,6,5,4,4,4,1,1,0,0,,,
QC,ALL,F,55-59,events,,2,,2,1,,,,,,2,1,1,1,,2,,,2,,,1,,,1,,,,,1,,,,1,,,,,,
QC,ALL,F,55-59,censored,,2,1,,,1,2,3,1,,,,,,1,,2,,1,,1,1,,,,1,1,,,,1,,,2,,1,,,,
QC,ALL,F,60-64,Tx,34,31,29,28,23,22,22,19,15,13,12,11,11,9,8,7,7,6,6,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,1,0,0,,
QC,ALL,F,60-64,events,,2,1,1,3,,,1,2,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,ALL,F,60-64,censored,,1,1,,2,1,,2,2,2,1,,,1,1,1,,1,,2,,1,,,,,,,,,,,1,,,1,1,,,
QC,ALL,F,65+,Tx,4,4,3,2,2,2,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,ALL,F,65+,events,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,ALL,F,65+,censored,,,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,ALL,F,ALL,Tx,189,172,161,151,137,129,118,111,104,93,87,80,76,68,57,53,50,45,41,37,36,32,31,30,27,24,23,23,20,18,17,15,12,9,7,5,3,2,0,0
QC,ALL,F,ALL,events,,10,5,7,7,3,6,1,3,5,3,4,1,4,2,3,,2,2,2,,1,,,1,,,,1,1,,,,1,,,,,,
QC,ALL,F,ALL,censored,,7,6,3,7,5,5,6,4,6,3,3,3,4,9,1,3,3,2,2,1,3,1,1,2,3,1,,2,1,1,2,3,2,2,2,2,1,2,
QC,ALL,M,25-29,Tx,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
QC,ALL,M,25-29,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,ALL,M,25-29,censored,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,ALL,M,30-34,Tx,5,4,4,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,,,,,,,,,,,,,,
QC,ALL,M,30-34,events,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,ALL,M,30-34,censored,,,,,,,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,
QC,ALL,M,35-39,Tx,7,6,6,6,5,5,5,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,0
QC,ALL,M,35-39,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
QC,ALL,M,35-39,censored,,1,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1
QC,ALL,M,40-44,Tx,13,10,8,6,5,4,4,4,4,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,,,,,,,,,,,,
QC,ALL,M,40-44,events,,2,2,,,1,,,,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,
QC,ALL,M,40-44,censored,,1,,2,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
QC,ALL,M,45-49,Tx,15,14,13,13,12,9,8,7,7,7,7,7,7,7,5,5,5,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,1,1,0,0,,,
QC,ALL,M,45-49,events,,1,,,1,3,,1,,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,
QC,ALL,M,45-49,censored,,,1,,,,1,,,,,,,,1,,,,,,,,,1,,,,,,,,,,1,,1,,,,
QC,ALL,M,50-54,Tx,29,27,25,25,24,22,20,18,17,15,15,14,14,12,11,11,11,11,10,10,10,10,9,8,8,8,8,6,6,6,5,4,4,4,4,3,2,1,0,0
QC,ALL,M,50-54,events,,,,,,2,,,1,1,,1,,2,1,,,,,,,,,1,,,,,,,,,,,,,,,,
QC,ALL,M,50-54,censored,,2,2,,1,,2,2,,1,,,,,,,,,1,,,,1,,,,,2,,,1,1,,,,1,1,1,1,
QC,ALL,M,55-59,Tx,35,32,32,28,27,26,24,22,22,21,21,20,20,20,18,17,15,15,14,11,11,11,11,11,9,7,6,5,4,4,2,2,2,2,2,2,1,1,0,0
QC,ALL,M,55-59,events,,2,,,,1,,1,,1,,1,,,1,1,1,,,,,,,,1,2,,,,,,,,,,,,,,
QC,ALL,M,55-59,censored,,1,,4,1,,2,1,,,,,,,1,,1,,1,3,,,,,1,,1,1,1,,2,,,,,,1,,1,
QC,ALL,M,60-64,Tx,30,23,19,18,18,18,16,15,14,14,14,10,9,9,7,7,6,6,6,5,4,4,4,4,4,3,3,3,3,3,2,2,1,0,0,,,,,
QC,ALL,M,60-64,events,,2,,1,,,1,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,ALL,M,60-64,censored,,5,4,,,,1,1,1,,,1,,,2,,1,,,1,1,,,,,1,,,,,1,,1,1,,,,,,
QC,ALL,M,65+,Tx,16,13,12,12,11,9,9,9,8,8,7,6,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,,,,,,,,,,,
QC,ALL,M,65+,events,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
QC,ALL,M,65+,censored,,2,1,,,1,,,,,1,1,3,1,,,,,,,,,,,,,,1,,,,,,,,,,,,
QC,ALL,M,ALL,Tx,151,130,120,113,107,98,90,84,80,75,74,67,61,57,50,49,46,45,43,39,35,35,34,31,28,25,23,18,17,17,13,12,11,8,8,6,4,3,1,0
QC,ALL,M,ALL,events,,9,2,1,2,8,2,2,2,3,,5,2,2,3,1,1,1,,,1,,,2,1,2,1,1,,,,,,,,,,,,
QC,ALL,M,ALL,censored,,12,8,6,4,1,6,4,2,2,1,2,4,2,4,,2,,2,4,3,,1,1,2,1,1,4,1,,4,1,1,3,,2,2,1,2,1
QC,No,ALL,25-29,Tx,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
QC,No,ALL,25-29,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,No,ALL,25-29,censored,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,No,ALL,30-34,Tx,9,9,9,8,8,6,5,5,4,4,4,4,4,4,4,4,4,3,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,,
QC,No,ALL,30-34,events,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
QC,No,ALL,30-34,censored,,,,1,,2,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,
QC,No,ALL,35-39,Tx,8,6,6,5,4,4,4,4,4,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,,,,,,,
QC,No,ALL,35-39,events,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,No,ALL,35-39,censored,,1,,,1,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,
QC,No,ALL,40-44,Tx,24,21,19,17,16,14,11,10,9,7,7,5,4,4,4,4,4,4,4,3,2,2,1,1,1,1,1,1,1,1,1,0,0,,,,,,,
QC,No,ALL,40-44,events,,,2,,,2,2,,,1,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,
QC,No,ALL,40-44,censored,,3,,2,1,,1,1,1,1,,1,,,,,,,,,1,,1,,,,,,,,,1,,,,,,,,
QC,No,ALL,45-49,Tx,36,34,33,33,32,28,25,24,24,22,22,20,19,19,13,12,12,10,9,8,8,8,8,8,6,6,6,6,4,4,4,4,3,3,2,1,1,1,0,0
QC,No,ALL,45-49,events,,1,,,1,3,2,1,,2,,1,,,2,1,,2,,1,,,,,,,,,,,,,,,,,,,,
QC,No,ALL,45-49,censored,,1,1,,,1,1,,,,,1,1,,4,,,,1,,,,,,2,,,,2,,,,1,,1,1,,,1,
QC,No,ALL,50-54,Tx,43,41,37,35,32,31,28,26,25,20,18,17,17,14,13,13,12,12,11,11,11,10,9,8,8,6,6,4,4,4,3,3,3,3,3,2,1,0,0,
QC,No,ALL,50-54,events,,,1,,1,1,2,,1,3,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
QC,No,ALL,50-54,censored,,2,3,2,2,,1,2,,2,2,,,2,,,1,,1,,,1,1,1,,2,,2,,,1,,,,,1,1,1,,
QC,No,ALL,55-59,Tx,58,51,51,48,48,47,43,38,37,36,34,32,32,31,28,25,22,22,19,18,17,16,16,16,13,10,9,9,8,7,5,5,5,2,2,2,1,1,0,0
QC,No,ALL,55-59,events,,4,,1,,1,,1,,1,2,2,,1,1,3,1,,2,,,1,,,2,2,,,,1,,,,1,,,,,,
QC,No,ALL,55-59,censored,,3,,2,,,4,4,1,,,,,,2,,2,,1,1,1,,,,1,1,1,,1,,2,,,2,,,1,,1,
QC,No,ALL,60-64,Tx,43,35,30,29,25,24,24,22,19,17,16,13,12,12,10,9,9,8,8,6,6,5,5,5,5,4,4,4,4,4,3,3,1,1,1,0,0,,,
QC,No,ALL,60-64,events,,3,1,1,2,,,1,1,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,No,ALL,60-64,censored,,5,4,,2,1,,1,2,2,1,,,,2,1,,1,,2,,1,,,,1,,,,,1,,2,,,1,,,,
QC,No,ALL,65+,Tx,16,13,11,10,9,7,7,7,7,7,7,6,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,,,,,,,,,,,
QC,No,ALL,65+,events,,1,,1,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
QC,No,ALL,65+,censored,,2,2,,,1,,,,,,1,3,1,,,,,,,,,,,,,,1,,,,,,,,,,,,
QC,No,ALL,ALL,Tx,238,211,197,186,175,162,148,137,130,117,112,101,94,88,75,70,66,62,57,52,48,45,43,42,36,30,29,26,23,22,18,16,13,10,9,6,3,2,0,0
QC,No,ALL,ALL,events,,10,4,4,5,8,7,3,2,7,2,8,2,2,4,4,1,3,2,2,1,1,,,2,2,,,,1,,,,1,,,,,,
QC,No,ALL,ALL,censored,,17,10,7,6,5,7,8,5,6,3,3,5,4,9,1,3,1,3,3,3,2,2,1,4,4,1,3,3,,4,2,3,2,1,3,3,1,2,
QC,No,F,30-34,Tx,5,5,5,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,,
QC,No,F,30-34,events,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
QC,No,F,30-34,censored,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
QC,No,F,35-39,Tx,4,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,,,,,,,
QC,No,F,35-39,events,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,No,F,35-39,censored,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,
QC,No,F,40-44,Tx,15,13,12,12,12,11,8,7,6,5,5,3,3,3,3,3,3,3,3,2,2,2,1,1,1,1,1,1,1,1,1,0,0,,,,,,,
QC,No,F,40-44,events,,,1,,,1,2,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
QC,No,F,40-44,censored,,2,,,,,1,1,1,1,,1,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,
QC,No,F,45-49,Tx,27,25,25,25,24,22,20,20,20,18,18,16,15,15,11,10,10,9,8,7,7,7,7,7,5,5,5,5,3,3,3,3,2,2,1,1,1,1,0,0
QC,No,F,45-49,events,,1,,,1,1,2,,,2,,1,,,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,
QC,No,F,45-49,censored,,1,,,,1,,,,,,1,1,,3,,,,1,,,,,,2,,,,2,,,,1,,1,,,,1,
QC,No,F,50-54,Tx,23,22,20,18,15,15,12,12,12,9,7,7,7,5,5,5,4,4,4,4,4,3,3,2,2,0,0,,,,,,,,,,,,,
QC,No,F,50-54,events,,,1,,1,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,No,F,50-54,censored,,1,1,2,2,,1,,,1,2,,,2,,,1,,,,,1,,1,,2,,,,,,,,,,,,,,
QC,No,F,55-59,Tx,30,26,26,25,25,25,23,20,19,19,17,16,16,15,14,12,11,11,9,9,8,7,7,7,6,5,4,4,4,3,3,3,3,0,0,,,,,
QC,No,F,55-59,events,,2,,1,,,,,,,2,1,,1,,2,,,2,,,1,,,1,,,,,1,,,,1,,,,,,
QC,No,F,55-59,censored,,2,,,,,2,3,1,,,,,,1,,1,,,,1,,,,,1,1,,,,,,,2,,,,,,
QC,No,F,60-64,Tx,24,22,20,20,16,15,15,13,10,8,7,7,7,7,7,6,6,5,5,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,0,,,
QC,No,F,60-64,events,,1,1,,2,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,No,F,60-64,censored,,1,1,,2,1,,1,2,2,1,,,,,1,,1,,2,,1,,,,,,,,,,,1,,,1,,,,
QC,No,F,65+,Tx,3,3,2,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,No,F,65+,events,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,No,F,65+,censored,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,No,F,ALL,Tx,131,119,113,107,99,93,83,77,72,64,59,54,52,49,43,39,37,34,31,27,26,23,22,21,18,15,14,14,12,11,11,9,7,4,3,2,1,1,0,0
QC,No,F,ALL,events,,5,3,3,4,2,6,1,1,4,2,3,,1,1,3,,2,2,2,,1,,,1,,,,,1,,,,1,,,,,,
QC,No,F,ALL,censored,,7,3,3,4,4,4,5,4,4,3,2,2,2,5,1,2,1,1,2,1,2,1,1,2,3,1,,2,,,2,2,2,1,1,1,,1,
QC,No,M,25-29,Tx,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
QC,No,M,25-29,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,No,M,25-29,censored,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,No,M,30-34,Tx,4,4,4,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,,,,,,,,,,,,,,
QC,No,M,30-34,events,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,No,M,30-34,censored,,,,,,,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,
QC,No,M,35-39,Tx,4,3,3,3,2,2,2,2,2,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,No,M,35-39,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,No,M,35-39,censored,,1,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,No,M,40-44,Tx,9,8,7,5,4,3,3,3,3,2,2,2,1,1,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,
QC,No,M,40-44,events,,,1,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,No,M,40-44,censored,,1,,2,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
QC,No,M,45-49,Tx,9,9,8,8,8,6,5,4,4,4,4,4,4,4,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,,,
QC,No,M,45-49,events,,,,,,2,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
QC,No,M,45-49,censored,,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,
QC,No,M,50-54,Tx,20,19,17,17,17,16,16,14,13,11,11,10,10,9,8,8,8,8,7,7,7,7,6,6,6,6,6,4,4,4,3,3,3,3,3,2,1,0,0,
QC,No,M,50-54,events,,,,,,1,,,1,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
QC,No,M,50-54,censored,,1,2,,,,,2,,1,,,,,,,,,1,,,,1,,,,,2,,,1,,,,,1,1,1,,
QC,No,M,55-59,Tx,28,25,25,23,23,22,20,18,18,17,17,16,16,16,14,13,11,11,10,9,9,9,9,9,7,5,5,5,4,4,2,2,2,2,2,2,1,1,0,0
QC,No,M,55-59,events,,2,,,,1,,1,,1,,1,,,1,1,1,,,,,,,,1,2,,,,,,,,,,,,,,
QC,No,M,55-59,censored,,1,,2,,,2,1,,,,,,,1,,1,,1,1,,,,,1,,,,1,,2,,,,,,1,,1,
QC,No,M,60-64,Tx,19,13,10,9,9,9,9,9,9,9,9,6,5,5,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,0,0,,,,,,
QC,No,M,60-64,events,,2,,1,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,No,M,60-64,censored,,4,3,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,1,,1,,,,,,,
QC,No,M,65+,Tx,13,10,9,9,8,6,6,6,6,6,6,5,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,,,,,,,,,,,
QC,No,M,65+,events,,1,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
QC,No,M,65+,censored,,2,1,,,1,,,,,,1,2,1,,,,,,,,,,,,,,1,,,,,,,,,,,,
QC,No,M,ALL,Tx,107,92,84,79,76,69,65,60,58,53,53,47,42,39,32,31,29,28,26,25,22,22,21,21,18,15,15,12,11,11,7,7,6,6,6,4,2,1,0,0
QC,No,M,ALL,events,,5,1,1,1,6,1,2,1,3,,5,2,1,3,1,1,1,,,1,,,,1,2,,,,,,,,,,,,,,
QC,No,M,ALL,censored,,10,7,4,2,1,3,3,1,2,,1,3,2,4,,1,,2,1,2,,1,,2,1,,3,1,,4,,1,,,2,2,1,1,
QC,Null,ALL,20-24,Tx,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,Null,ALL,20-24,events,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,Null,ALL,20-24,censored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,Null,ALL,25-29,Tx,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,Null,ALL,25-29,events,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,Null,ALL,25-29,censored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,Null,ALL,30-34,Tx,3,2,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,Null,ALL,30-34,events,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,Null,ALL,30-34,censored,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,Null,ALL,35-39,Tx,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0
QC,Null,ALL,35-39,events,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,Null,ALL,35-39,censored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1
QC,Null,ALL,40-44,Tx,7,5,5,5,4,4,4,4,4,4,4,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,
QC,Null,ALL,40-44,events,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,Null,ALL,40-44,censored,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,
QC,Null,ALL,45-49,Tx,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,,,,,
QC,Null,ALL,45-49,events,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,Null,ALL,45-49,censored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
QC,Null,ALL,50-54,Tx,9,9,9,9,8,7,5,5,5,5,5,4,4,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
QC,Null,ALL,50-54,events,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,Null,ALL,50-54,censored,,,,,1,,2,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,
QC,Null,ALL,55-59,Tx,7,7,6,5,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,1,0,0,,,,,,,,,,,,,,,,,
QC,Null,ALL,55-59,events,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,Null,ALL,55-59,censored,,,1,1,1,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,
QC,Null,ALL,60-64,Tx,11,10,9,8,8,8,6,5,4,4,4,2,2,2,2,2,2,2,2,1,0,0,,,,,,,,,,,,,,,,,,
QC,Null,ALL,60-64,events,,1,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,Null,ALL,60-64,censored,,,1,,,,1,1,1,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
QC,Null,ALL,65+,Tx,1,1,1,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,Null,ALL,65+,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,Null,ALL,65+,censored,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,Null,ALL,ALL,Tx,47,39,35,33,28,27,23,22,20,20,20,17,16,13,11,11,10,9,8,7,6,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,2,1,0
QC,Null,ALL,ALL,events,,8,1,1,2,1,1,,1,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,Null,ALL,ALL,censored,,,3,1,3,,3,1,1,,,2,1,1,2,,1,1,1,1,1,1,,,,,,,,,,,,2,,,,1,1,1
QC,Null,F,20-24,Tx,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,Null,F,20-24,events,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,Null,F,20-24,censored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,Null,F,25-29,Tx,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,Null,F,25-29,events,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,Null,F,25-29,censored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,Null,F,30-34,Tx,2,2,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,Null,F,30-34,events,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,Null,F,30-34,censored,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,Null,F,35-39,Tx,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,Null,F,35-39,events,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,Null,F,35-39,censored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,Null,F,40-44,Tx,5,5,5,5,4,4,4,4,4,4,4,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,
QC,Null,F,40-44,events,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,Null,F,40-44,censored,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,
QC,Null,F,50-54,Tx,4,4,4,4,3,3,3,3,3,3,3,2,2,2,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
QC,Null,F,50-54,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,Null,F,50-54,censored,,,,,1,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
QC,Null,F,55-59,Tx,5,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,1,0,0,,,,,,,,,,,,,,,,,
QC,Null,F,55-59,events,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,Null,F,55-59,censored,,,1,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,
QC,Null,F,60-64,Tx,3,2,2,1,1,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,Null,F,60-64,events,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,Null,F,60-64,censored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,Null,F,ALL,Tx,23,19,16,15,12,12,12,12,11,11,11,9,9,7,5,5,4,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,
QC,Null,F,ALL,events,,4,1,1,1,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,Null,F,ALL,censored,,,2,,2,,,,,,,1,,1,2,,1,1,1,,,1,,,,,,,,,,,,,,,,1,,
QC,Null,M,30-34,Tx,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,Null,M,30-34,events,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,Null,M,30-34,censored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,Null,M,35-39,Tx,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0
QC,Null,M,35-39,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,Null,M,35-39,censored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1
QC,Null,M,40-44,Tx,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,Null,M,40-44,events,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,Null,M,40-44,censored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,Null,M,45-49,Tx,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,,,,,
